0,0.000000
1,0.100000
2,0.200000
3,0.300000
4,0.400000
5,0.500000
6,0.600000
7,0.700000
8,0.800000
9,0.900000
10,1.000000
11,1.500000
12,2.000000
13,2.500000
14,3.000000
15,3.500000
16,0.000000
17,0.100000
18,0.200000
19,0.300000
20,0.400000
21,0.500000
22,0.600000
23,0.700000
24,0.800000
25,0.900000
26,1.000000
27,1.500000
28,2.000000
29,2.500000
30,3.000000
31,3.500000
